"","sample_id","STAD_CIN","STAD_EBV","STAD_GS","STAD_MSI","TCGA_subtype","High_cal","Low_cal","TME_subtype","tissue.x","cancer","treatment","Drug.Name","IC50","Slope","max_response","Cmin","Cmax","DSS_3"
"22","64C",0.801340782312265,0.0405321474343945,0.0881661704938057,0.0699608997595353,"STAD_CIN",0.153439416585226,0.846560583414774,"Low_cal","organoid","Cancer",TRUE,"FOLFOX_BOLD",69052,2.798,99.1776141874268,1,382769.063,13.25903313
"23","64C",0.801340782312265,0.0405321474343945,0.0881661704938057,0.0699608997595353,"STAD_CIN",0.153439416585226,0.846560583414774,"Low_cal","organoid","Cancer",TRUE,"FLOT_BOLD",67103,2.103,97.3460018790145,1,372225.625,13.17596195
"24","64C",0.801340782312265,0.0405321474343945,0.0881661704938057,0.0699608997595353,"STAD_CIN",0.153439416585226,0.846560583414774,"Low_cal","organoid","Cancer",TRUE,"FLOT",1893,0.7083,90.0137604740076,1,134333.333,33.72327902
"25","64C",0.801340782312265,0.0405321474343945,0.0881661704938057,0.0699608997595353,"STAD_CIN",0.153439416585226,0.846560583414774,"Low_cal","organoid","Cancer",TRUE,"FOLFOX",2240,0.8143,93.8258549138376,1,2e+05,35.23836341
"26","66C",0.461962538160668,0.253943269511161,0.139128102997628,0.144966089330544,"STAD_CIN",0.259956822265585,0.740043177734415,"Low_cal","organoid","Cancer",TRUE,"BOLD",80111,0.6416,80.1043137457913,1,702247.5,15.72585522
"27","66C",0.461962538160668,0.253943269511161,0.139128102997628,0.144966089330544,"STAD_CIN",0.259956822265585,0.740043177734415,"Low_cal","organoid","Cancer",TRUE,"FLOT_BOLD",71230,1.979,96.346310213068,1,372225.625,12.66377775
"28","66C",0.461962538160668,0.253943269511161,0.139128102997628,0.144966089330544,"STAD_CIN",0.259956822265585,0.740043177734415,"Low_cal","organoid","Cancer",TRUE,"FOLFOX_BOLD",23152,0.6946,87.5286124083305,1,382769.063,21.00523871
"29","66C",0.461962538160668,0.253943269511161,0.139128102997628,0.144966089330544,"STAD_CIN",0.259956822265585,0.740043177734415,"Low_cal","organoid","Cancer",TRUE,"FOLFOX",288.4,0.408,90.0231098482803,1,2e+05,48.86476139
"30","66C",0.461962538160668,0.253943269511161,0.139128102997628,0.144966089330544,"STAD_CIN",0.259956822265585,0.740043177734415,"Low_cal","organoid","Cancer",TRUE,"FLOT",1048,0.6533,91.7915654987556,1,134333.333,38.81404149
"31","67C",0.775331152244094,0.140477720524729,0.0366300728749056,0.047561054356272,"STAD_CIN",0.121283274540242,0.878716725459758,"Low_cal","organoid","Cancer",TRUE,"FLOT_BOLD",50168,3.893,99.9591275417916,1,372225.625,15.61975995
"32","67C",0.775331152244094,0.140477720524729,0.0366300728749056,0.047561054356272,"STAD_CIN",0.121283274540242,0.878716725459758,"Low_cal","organoid","Cancer",TRUE,"FLOT",584.4,1.419,99.7698791312577,1,134333.333,45.96790234
"33","67C",0.775331152244094,0.140477720524729,0.0366300728749056,0.047561054356272,"STAD_CIN",0.121283274540242,0.878716725459758,"Low_cal","organoid","Cancer",TRUE,"BOLD",252066,8.438,99.9824121211245,1,702247.5,4.22802285
"34","67C",0.775331152244094,0.140477720524729,0.0366300728749056,0.047561054356272,"STAD_CIN",0.121283274540242,0.878716725459758,"Low_cal","organoid","Cancer",TRUE,"FOLFOX",1046,1.141,99.0810770959349,1,2e+05,42.74413333
"35","67C",0.775331152244094,0.140477720524729,0.0366300728749056,0.047561054356272,"STAD_CIN",0.121283274540242,0.878716725459758,"Low_cal","organoid","Cancer",TRUE,"FOLFOX_BOLD",33505,1.529,97.6426149584431,1,382769.063,18.71624744
"36","71C",0.922991969900353,0.00770892607991778,0.0615492186736912,0.00774988534603803,"STAD_CIN",0.301828422332707,0.698171577667293,"Low_cal","organoid","Cancer",TRUE,"FOLFOX",2700,0.9512,95.2601901991287,1,2e+05,34.08864848
"37","71C",0.922991969900353,0.00770892607991778,0.0615492186736912,0.00774988534603803,"STAD_CIN",0.301828422332707,0.698171577667293,"Low_cal","organoid","Cancer",TRUE,"BOLD",141253,2.822,98.9283895875945,1,702247.5,11.84108617
"38","71C",0.922991969900353,0.00770892607991778,0.0615492186736912,0.00774988534603803,"STAD_CIN",0.301828422332707,0.698171577667293,"Low_cal","organoid","Cancer",TRUE,"FLOT_BOLD",22975,1.702,99.1348580283217,1,372225.625,21.60473095
"39","71C",0.922991969900353,0.00770892607991778,0.0615492186736912,0.00774988534603803,"STAD_CIN",0.301828422332707,0.698171577667293,"Low_cal","organoid","Cancer",TRUE,"FOLFOX_BOLD",2942,0.5217,92.6899580444738,1,382769.063,36.54133982
"40","71C",0.922991969900353,0.00770892607991778,0.0615492186736912,0.00774988534603803,"STAD_CIN",0.301828422332707,0.698171577667293,"Low_cal","organoid","Cancer",TRUE,"FLOT",1374,1.037,97.2140509464647,1,134333.333,38.02492949
"41","72C",0.408355377157385,0.0200769649940395,0.402623585283815,0.168944072564761,"STAD_CIN",0.247672604679337,0.752327395320663,"Low_cal","organoid","Cancer",TRUE,"FOLFOX",509.7,0.4482,89.66913327063,1,2e+05,45.05779196
"42","72C",0.408355377157385,0.0200769649940395,0.402623585283815,0.168944072564761,"STAD_CIN",0.247672604679337,0.752327395320663,"Low_cal","organoid","Cancer",TRUE,"BOLD",115605,1.942,97.0772323760817,1,702247.5,13.20488194
"43","72C",0.408355377157385,0.0200769649940395,0.402623585283815,0.168944072564761,"STAD_CIN",0.247672604679337,0.752327395320663,"Low_cal","organoid","Cancer",TRUE,"FLOT",2387,0.9421,93.7392917249439,1,134333.333,32.63434137
"44","72C",0.408355377157385,0.0200769649940395,0.402623585283815,0.168944072564761,"STAD_CIN",0.247672604679337,0.752327395320663,"Low_cal","organoid","Cancer",TRUE,"FLOT_BOLD",20956,0.8698,92.4320196787155,1,372225.625,21.75425788
"45","72C",0.408355377157385,0.0200769649940395,0.402623585283815,0.168944072564761,"STAD_CIN",0.247672604679337,0.752327395320663,"Low_cal","organoid","Cancer",TRUE,"FOLFOX_BOLD",10033,0.7142,93.0915412910595,1,382769.063,27.50995734
